block_modis_AOI-00_2024_2y_vs_3y_mean_difference_RMSE,block_inference,modis,AOI-00,2024,2y_vs_3y,mean_difference_RMSE,2.9704049342810696e-05,0.000030,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=modis; target_year=2024; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-00_2024_2y_vs_3y_Holm_adjusted_p,block_inference,modis,AOI-00,2024,2y_vs_3y,Holm_adjusted_p,1.0,1,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=modis; target_year=2024; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-00_2024_2y_vs_3y_paired_block_n,block_inference,modis,AOI-00,2024,2y_vs_3y,paired_block_n,39,39,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=modis; target_year=2024; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-00_2025_1y_vs_2y_mean_difference_RMSE,block_inference,modis,AOI-00,2025,1y_vs_2y,mean_difference_RMSE,0.0011955846324076,0.001196,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=modis; target_year=2025; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-00_2025_1y_vs_2y_Holm_adjusted_p,block_inference,modis,AOI-00,2025,1y_vs_2y,Holm_adjusted_p,0.1876129125335861,0.187613,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=modis; target_year=2025; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-00_2025_1y_vs_2y_paired_block_n,block_inference,modis,AOI-00,2025,1y_vs_2y,paired_block_n,39,39,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=modis; target_year=2025; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-00_2025_1y_vs_3y_mean_difference_RMSE,block_inference,modis,AOI-00,2025,1y_vs_3y,mean_difference_RMSE,0.0011850248491366,0.001185,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=modis; target_year=2025; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-00_2025_1y_vs_3y_Holm_adjusted_p,block_inference,modis,AOI-00,2025,1y_vs_3y,Holm_adjusted_p,0.1876129125335861,0.187613,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=modis; target_year=2025; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-00_2025_1y_vs_3y_paired_block_n,block_inference,modis,AOI-00,2025,1y_vs_3y,paired_block_n,39,39,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=modis; target_year=2025; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-00_2025_2y_vs_3y_mean_difference_RMSE,block_inference,modis,AOI-00,2025,2y_vs_3y,mean_difference_RMSE,-1.0559783271048356e-05,-0.000011,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=modis; target_year=2025; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-00_2025_2y_vs_3y_Holm_adjusted_p,block_inference,modis,AOI-00,2025,2y_vs_3y,Holm_adjusted_p,0.9143042930786444,0.914304,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=modis; target_year=2025; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-00_2025_2y_vs_3y_paired_block_n,block_inference,modis,AOI-00,2025,2y_vs_3y,paired_block_n,39,39,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=modis; target_year=2025; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2024_1y_vs_2y_mean_difference_RMSE,block_inference,sentinel2,AOI-00,2024,1y_vs_2y,mean_difference_RMSE,0.0001000751715473,0.000100,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2024; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2024_1y_vs_2y_Holm_adjusted_p,block_inference,sentinel2,AOI-00,2024,1y_vs_2y,Holm_adjusted_p,0.7629143626112153,0.762914,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2024; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2024_1y_vs_2y_paired_block_n,block_inference,sentinel2,AOI-00,2024,1y_vs_2y,paired_block_n,39,39,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2024; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2024_1y_vs_3y_mean_difference_RMSE,block_inference,sentinel2,AOI-00,2024,1y_vs_3y,mean_difference_RMSE,-0.0023382234580035,-0.002338,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2024; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2024_1y_vs_3y_Holm_adjusted_p,block_inference,sentinel2,AOI-00,2024,1y_vs_3y,Holm_adjusted_p,0.3056687691683516,0.305669,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2024; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2024_1y_vs_3y_paired_block_n,block_inference,sentinel2,AOI-00,2024,1y_vs_3y,paired_block_n,39,39,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2024; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2024_2y_vs_3y_mean_difference_RMSE,block_inference,sentinel2,AOI-00,2024,2y_vs_3y,mean_difference_RMSE,-0.0024382986295508,-0.002438,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2024; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2024_2y_vs_3y_Holm_adjusted_p,block_inference,sentinel2,AOI-00,2024,2y_vs_3y,Holm_adjusted_p,0.2015930560963832,0.201593,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2024; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2024_2y_vs_3y_paired_block_n,block_inference,sentinel2,AOI-00,2024,2y_vs_3y,paired_block_n,39,39,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2024; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2025_1y_vs_2y_mean_difference_RMSE,block_inference,sentinel2,AOI-00,2025,1y_vs_2y,mean_difference_RMSE,0.0010571738426356,0.001057,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2025; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2025_1y_vs_2y_Holm_adjusted_p,block_inference,sentinel2,AOI-00,2025,1y_vs_2y,Holm_adjusted_p,0.173353154297029,0.173353,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2025; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2025_1y_vs_2y_paired_block_n,block_inference,sentinel2,AOI-00,2025,1y_vs_2y,paired_block_n,39,39,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2025; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2025_1y_vs_3y_mean_difference_RMSE,block_inference,sentinel2,AOI-00,2025,1y_vs_3y,mean_difference_RMSE,0.0019755688324701,0.001976,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2025; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2025_1y_vs_3y_Holm_adjusted_p,block_inference,sentinel2,AOI-00,2025,1y_vs_3y,Holm_adjusted_p,0.0488109330379645,0.0488109,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2025; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2025_1y_vs_3y_paired_block_n,block_inference,sentinel2,AOI-00,2025,1y_vs_3y,paired_block_n,39,39,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2025; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2025_2y_vs_3y_mean_difference_RMSE,block_inference,sentinel2,AOI-00,2025,2y_vs_3y,mean_difference_RMSE,0.0009183949898345,0.000918,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2025; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2025_2y_vs_3y_Holm_adjusted_p,block_inference,sentinel2,AOI-00,2025,2y_vs_3y,Holm_adjusted_p,1.2067220480113458e-06,1.20672e-06,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2025; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_sentinel2_AOI-00_2025_2y_vs_3y_paired_block_n,block_inference,sentinel2,AOI-00,2025,2y_vs_3y,paired_block_n,39,39,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-00; sensor=sentinel2; target_year=2025; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2024_1y_vs_2y_mean_difference_RMSE,block_inference,landsat,AOI-01,2024,1y_vs_2y,mean_difference_RMSE,6.076580444760074e-06,0.000006,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2024; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2024_1y_vs_2y_Holm_adjusted_p,block_inference,landsat,AOI-01,2024,1y_vs_2y,Holm_adjusted_p,0.4070775808404072,0.407078,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2024; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2024_1y_vs_2y_paired_block_n,block_inference,landsat,AOI-01,2024,1y_vs_2y,paired_block_n,35,35,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2024; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2024_1y_vs_3y_mean_difference_RMSE,block_inference,landsat,AOI-01,2024,1y_vs_3y,mean_difference_RMSE,2.461174190952549e-05,0.000025,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2024; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2024_1y_vs_3y_Holm_adjusted_p,block_inference,landsat,AOI-01,2024,1y_vs_3y,Holm_adjusted_p,0.2001142487127893,0.200114,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2024; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2024_1y_vs_3y_paired_block_n,block_inference,landsat,AOI-01,2024,1y_vs_3y,paired_block_n,35,35,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2024; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2024_2y_vs_3y_mean_difference_RMSE,block_inference,landsat,AOI-01,2024,2y_vs_3y,mean_difference_RMSE,1.8535161464765415e-05,0.000019,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2024; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2024_2y_vs_3y_Holm_adjusted_p,block_inference,landsat,AOI-01,2024,2y_vs_3y,Holm_adjusted_p,0.0510702687403357,0.0510703,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2024; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2024_2y_vs_3y_paired_block_n,block_inference,landsat,AOI-01,2024,2y_vs_3y,paired_block_n,35,35,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2024; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2025_1y_vs_2y_mean_difference_RMSE,block_inference,landsat,AOI-01,2025,1y_vs_2y,mean_difference_RMSE,5.558648388053625e-06,0.000006,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2025; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2025_1y_vs_2y_Holm_adjusted_p,block_inference,landsat,AOI-01,2025,1y_vs_2y,Holm_adjusted_p,0.250269443780521,0.250269,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2025; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2025_1y_vs_2y_paired_block_n,block_inference,landsat,AOI-01,2025,1y_vs_2y,paired_block_n,35,35,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2025; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2025_1y_vs_3y_mean_difference_RMSE,block_inference,landsat,AOI-01,2025,1y_vs_3y,mean_difference_RMSE,1.0716896029460468e-05,0.000011,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2025; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2025_1y_vs_3y_Holm_adjusted_p,block_inference,landsat,AOI-01,2025,1y_vs_3y,Holm_adjusted_p,6.282374389335521e-06,6.28237e-06,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2025; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2025_1y_vs_3y_paired_block_n,block_inference,landsat,AOI-01,2025,1y_vs_3y,paired_block_n,35,35,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2025; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2025_2y_vs_3y_mean_difference_RMSE,block_inference,landsat,AOI-01,2025,2y_vs_3y,mean_difference_RMSE,5.158247641406842e-06,0.000005,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2025; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2025_2y_vs_3y_Holm_adjusted_p,block_inference,landsat,AOI-01,2025,2y_vs_3y,Holm_adjusted_p,0.269036195353655,0.269036,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2025; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_landsat_AOI-01_2025_2y_vs_3y_paired_block_n,block_inference,landsat,AOI-01,2025,2y_vs_3y,paired_block_n,35,35,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=landsat; target_year=2025; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-01_2024_1y_vs_2y_mean_difference_RMSE,block_inference,modis,AOI-01,2024,1y_vs_2y,mean_difference_RMSE,-1.724615164778201e-05,-0.000017,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=modis; target_year=2024; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-01_2024_1y_vs_2y_Holm_adjusted_p,block_inference,modis,AOI-01,2024,1y_vs_2y,Holm_adjusted_p,5.273129855958837e-06,5.27313e-06,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=modis; target_year=2024; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-01_2024_1y_vs_2y_paired_block_n,block_inference,modis,AOI-01,2024,1y_vs_2y,paired_block_n,35,35,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=modis; target_year=2024; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-01_2024_1y_vs_3y_mean_difference_RMSE,block_inference,modis,AOI-01,2024,1y_vs_3y,mean_difference_RMSE,1.118629718198893e-05,0.000011,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=modis; target_year=2024; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-01_2024_1y_vs_3y_Holm_adjusted_p,block_inference,modis,AOI-01,2024,1y_vs_3y,Holm_adjusted_p,4.8618420396860455e-09,4.86184e-09,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=modis; target_year=2024; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-01_2024_1y_vs_3y_paired_block_n,block_inference,modis,AOI-01,2024,1y_vs_3y,paired_block_n,35,35,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=modis; target_year=2024; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-01_2024_2y_vs_3y_mean_difference_RMSE,block_inference,modis,AOI-01,2024,2y_vs_3y,mean_difference_RMSE,2.8432448829770935e-05,0.000028,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=modis; target_year=2024; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-01_2024_2y_vs_3y_Holm_adjusted_p,block_inference,modis,AOI-01,2024,2y_vs_3y,Holm_adjusted_p,6.28866325587617e-07,6.28866e-07,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=modis; target_year=2024; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-01_2024_2y_vs_3y_paired_block_n,block_inference,modis,AOI-01,2024,2y_vs_3y,paired_block_n,35,35,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=modis; target_year=2024; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-01_2025_1y_vs_2y_mean_difference_RMSE,block_inference,modis,AOI-01,2025,1y_vs_2y,mean_difference_RMSE,2.846786233290662e-05,0.000028,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=modis; target_year=2025; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-01_2025_1y_vs_2y_Holm_adjusted_p,block_inference,modis,AOI-01,2025,1y_vs_2y,Holm_adjusted_p,0.3417906466580407,0.341791,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=modis; target_year=2025; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-01_2025_1y_vs_2y_paired_block_n,block_inference,modis,AOI-01,2025,1y_vs_2y,paired_block_n,35,35,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=modis; target_year=2025; contrast=1y_vs_2y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-01_2025_1y_vs_3y_mean_difference_RMSE,block_inference,modis,AOI-01,2025,1y_vs_3y,mean_difference_RMSE,3.3202662329268536e-05,0.000033,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=modis; target_year=2025; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-01_2025_1y_vs_3y_Holm_adjusted_p,block_inference,modis,AOI-01,2025,1y_vs_3y,Holm_adjusted_p,0.4007962344650475,0.400796,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=modis; target_year=2025; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-01_2025_1y_vs_3y_paired_block_n,block_inference,modis,AOI-01,2025,1y_vs_3y,paired_block_n,35,35,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=modis; target_year=2025; contrast=1y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
block_modis_AOI-01_2025_2y_vs_3y_mean_difference_RMSE,block_inference,modis,AOI-01,2025,2y_vs_3y,mean_difference_RMSE,4.7347999963619104e-06,0.000005,counts: integer; manuscript headline RMSE/differences: 6 decimals; table values: source-derived fixed precision,results/primary/block_inference/block_contrasts.csv,AOI=AOI-01; sensor=modis; target_year=2025; contrast=2y_vs_3y,code/primary_analysis/build_canonical_nonoverlap_outputs.py,CANONICAL
